"chosen_2022_code","chosen_2022_title","chosen_2017_code","chosen_2017_title","title_sim","title_dist","source","em_without","em_with"
"488310","Port and Harbor Operations","488310","Port and Harbor Operations",NA,NA,"unambig",0.162,0.162
"488320","Marine Cargo Handling","488320","Marine Cargo Handling",NA,NA,"unambig",0.162,0.162
"488330","Navigational Services to Shipping ","488330","Navigational Services to Shipping ",NA,NA,"unambig",0.162,0.162
"488390","Other Support Activities for Water Transportation","488390","Other Support Activities for Water Transportation",NA,NA,"unambig",0.162,0.162
"488410","Motor Vehicle Towing","488410","Motor Vehicle Towing",NA,NA,"unambig",0.162,0.162
"488490","Other Support Activities for Road Transportation ","488490","Other Support Activities for Road Transportation ",NA,NA,"unambig",0.162,0.162
"488510","Freight Transportation Arrangement ","488510","Freight Transportation Arrangement ",NA,NA,"unambig",0.162,0.162
"488991","Packing and Crating ","488991","Packing and Crating ",NA,NA,"unambig",0.162,0.162
"488999","All Other Support Activities for Transportation ","488999","All Other Support Activities for Transportation ",NA,NA,"unambig",0.162,0.162
"491110","Postal Service","491110","Postal Service",NA,NA,"unambig",0.074,0.074
"492110","Couriers and Express Delivery Services","492110","Couriers and Express Delivery Services",NA,NA,"unambig",0.303,0.303
"492210","Local Messengers and Local Delivery","492210","Local Messengers and Local Delivery",NA,NA,"unambig",0.303,0.303
"493110","General Warehousing and Storage ","493110","General Warehousing and Storage ",NA,NA,"unambig",0.244,0.244
"493120","Refrigerated Warehousing and Storage","493120","Refrigerated Warehousing and Storage",NA,NA,"unambig",0.244,0.244
"493130","Farm Product Warehousing and Storage","493130","Farm Product Warehousing and Storage",NA,NA,"unambig",0.244,0.244
"493190","Other Warehousing and Storage","493190","Other Warehousing and Storage",NA,NA,"unambig",0.244,0.244
"512110","Motion Picture and Video Production ","512110","Motion Picture and Video Production ",NA,NA,"unambig",0.047,0.052
"512120","Motion Picture and Video Distribution","512120","Motion Picture and Video Distribution",NA,NA,"unambig",0.047,0.052
"512131","Motion Picture Theaters (except Drive-Ins) ","512131","Motion Picture Theaters (except Drive-Ins) ",NA,NA,"unambig",0.047,0.052
"512132","Drive-In Motion Picture Theaters ","512132","Drive-In Motion Picture Theaters ",NA,NA,"unambig",0.047,0.052
"512191","Teleproduction and Other Postproduction Services ","512191","Teleproduction and Other Postproduction Services ",NA,NA,"unambig",0.047,0.052
"512199","Other Motion Picture and Video Industries ","512199","Other Motion Picture and Video Industries ",NA,NA,"unambig",0.047,0.052
"512230","Music Publishers","512230","Music Publishers",NA,NA,"unambig",0.026,0.044
"512240","Sound Recording Studios","512240","Sound Recording Studios",NA,NA,"unambig",0.026,0.044
"512250","Record Production and Distribution","512250","Record Production and Distribution",NA,NA,"unambig",0.026,0.044
"512290","Other Sound Recording Industries","512290","Other Sound Recording Industries",NA,NA,"unambig",0.026,0.044
"513110","Newspaper Publishers ","511110","Newspaper Publishers ",1,0,"ambig_greedy",0.043,0.082
"513120","Periodical Publishers ","511120","Periodical Publishers ",1,0,"ambig_greedy",0.059,0.103
"513130","Book Publishers ","511130","Book Publishers ",1,0,"ambig_greedy",0.072,0.107
"513140","Directory and Mailing List Publishers ","511140","Directory and Mailing List Publishers ",NA,NA,"unambig",0.053,0.108
"513191","Greeting Card Publishers ","511191","Greeting Card Publishers ",NA,NA,"unambig",0.053,0.108
"513199","All Other Publishers ","511199","All Other Publishers ",1,0,"ambig_greedy",0.053,0.108
"513210","Software Publishers","511210","Software Publishers",NA,NA,"unambig",0.036,0.08
"516110","Radio Broadcasting Stations ","515112","Radio Stations ",NA,NA,"unambig",0.079,0.079
"516120","Television Broadcasting Stations ","515120","Television Broadcasting",NA,NA,"unambig",0.079,0.079
"516210","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers","515210","Cable and Other Subscription Programming",0.996045104510451,0.399444444444444,"ambig_greedy",0.094,0.094
"517111","Wired Telecommunications Carriers ","517311","Wired Telecommunications Carriers ",1,0,"ambig_greedy",0.075,0.075
"517112","Wireless Telecommunications Carriers (except Satellite)","517312","Wireless Telecommunications Carriers (except Satellite)",NA,NA,"unambig",0.096,0.096
"517121","Telecommunications Resellers","517911","Telecommunications Resellers ",NA,NA,"unambig",0.078,0.078
"517410","Satellite Telecommunications","517410","Satellite Telecommunications",NA,NA,"unambig",0.078,0.078
"517810","All Other Telecommunications ","517919","All Other Telecommunications ",NA,NA,"unambig",0.078,0.078
"518210","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services","518210","Data Processing, Hosting, and Related Services",NA,NA,"unambig",0.093,0.093
"519210","Libraries and Archives ","519120","Libraries and Archives ",NA,NA,"unambig",0.064,0.064
"519290","Web Search Portals and All Other Information Services","519190","All Other Information Services",NA,NA,"unambig",0.064,0.064
"521110","Monetary Authorities-Central Bank","521110","Monetary Authorities-Central Bank",NA,NA,"unambig",0.059,0.059
"522110","Commercial Banking ","522110","Commercial Banking ",NA,NA,"unambig",0.059,0.059
"522130","Credit Unions ","522130","Credit Unions ",NA,NA,"unambig",0.059,0.059
"522180","Savings Institutions and Other Depository Credit Intermediation ","522120","Savings Institutions ",0.996445105820106,0.227513227513228,"ambig_greedy",0.059,0.059
"522210","Credit Card Issuing ","522210","Credit Card Issuing ",NA,NA,"unambig",0.072,0.072
"522220","Sales Financing ","522220","Sales Financing ",NA,NA,"unambig",0.072,0.072
"522291","Consumer Lending ","522291","Consumer Lending ",NA,NA,"unambig",0.072,0.072
"522292","Real Estate Credit ","522292","Real Estate Credit ",NA,NA,"unambig",0.072,0.072
"522299","International, Secondary Market, and All Other Nondepository Credit Intermediation ","522298","All Other Nondepository Credit Intermediation ",0.99627914951989,0.301388888888889,"ambig_greedy",0.072,0.072
"522310","Mortgage and Nonmortgage Loan Brokers ","522310","Mortgage and Nonmortgage Loan Brokers ",NA,NA,"unambig",0.072,0.072
"522320","Financial Transactions Processing, Reserve, and Clearinghouse Activities ","522320","Financial Transactions Processing, Reserve, and Clearinghouse Activities ",NA,NA,"unambig",0.072,0.072
"522390","Other Activities Related to Credit Intermediation ","522390","Other Activities Related to Credit Intermediation ",NA,NA,"unambig",0.072,0.072
"523150","Investment Banking and Securities Intermediation ","523110","Investment Banking and Securities Dealing ",0.997956577878181,0.100127683969147,"ambig_greedy",0.043,0.043
"523160","Commodity Contracts Intermediation ","523130","Commodity Contracts Dealing ",0.995821143272124,0.146259985475672,"ambig_greedy",0.043,0.043
"523210","Securities and Commodity Exchanges","523210","Securities and Commodity Exchanges",NA,NA,"unambig",0.043,0.043
"523910","Miscellaneous Intermediation ","523910","Miscellaneous Intermediation ",NA,NA,"unambig",0.066,0.066
"523940","Portfolio Management and Investment Advice ","523920","Portfolio Management ",0.99593946105574,0.174603174603175,"ambig_greedy",0.066,0.066
"523991","Trust, Fiduciary, and Custody Activities ","523991","Trust, Fiduciary, and Custody Activities ",NA,NA,"unambig",0.066,0.066
"523999","Miscellaneous Financial Investment Activities ","523999","Miscellaneous Financial Investment Activities ",NA,NA,"unambig",0.066,0.066
"524113","Direct Life Insurance Carriers ","524113","Direct Life Insurance Carriers ",NA,NA,"unambig",0.051,0.051
"524114","Direct Health and Medical Insurance Carriers ","524114","Direct Health and Medical Insurance Carriers ",NA,NA,"unambig",0.033,0.033
"524126","Direct Property and Casualty Insurance Carriers ","524126","Direct Property and Casualty Insurance Carriers ",NA,NA,"unambig",0.033,0.033
"524127","Direct Title Insurance Carriers ","524127","Direct Title Insurance Carriers ",NA,NA,"unambig",0.033,0.033
"524128","Other Direct Insurance (except Life, Health, and Medical) Carriers ","524128","Other Direct Insurance (except Life, Health, and Medical) Carriers ",NA,NA,"unambig",0.033,0.033
"524130","Reinsurance Carriers ","524130","Reinsurance Carriers ",NA,NA,"unambig",0.033,0.033
"524210","Insurance Agencies and Brokerages ","524210","Insurance Agencies and Brokerages ",NA,NA,"unambig",0.029,0.029
"524291","Claims Adjusting ","524291","Claims Adjusting ",NA,NA,"unambig",0.029,0.029
"524292","Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds ","524292","Third Party Administration of Insurance and Pension Funds ",NA,NA,"unambig",0.029,0.029
"524298","All Other Insurance Related Activities ","524298","All Other Insurance Related Activities ",NA,NA,"unambig",0.029,0.029
"525110","Pension Funds ","525110","Pension Funds ",NA,NA,"unambig",0.218,0.218
"525120","Health and Welfare Funds ","525120","Health and Welfare Funds ",NA,NA,"unambig",0.218,0.218
"525190","Other Insurance Funds ","525190","Other Insurance Funds ",NA,NA,"unambig",0.218,0.218
"525910","Open-End Investment Funds ","525910","Open-End Investment Funds ",NA,NA,"unambig",0.218,0.218
"525920","Trusts, Estates, and Agency Accounts ","525920","Trusts, Estates, and Agency Accounts ",NA,NA,"unambig",0.218,0.218
"525990","Other Financial Vehicles ","525990","Other Financial Vehicles ",NA,NA,"unambig",0.218,0.218
"531110","Lessors of Residential Buildings and Dwellings ","531110","Lessors of Residential Buildings and Dwellings ",NA,NA,"unambig",0.033,0.033
"531120","Lessors of Nonresidential Buildings (except Miniwarehouses) ","531120","Lessors of Nonresidential Buildings (except Miniwarehouses) ",NA,NA,"unambig",0.246,0.246
"531130","Lessors of Miniwarehouses and Self-Storage Units ","531130","Lessors of Miniwarehouses and Self-Storage Units ",NA,NA,"unambig",0.246,0.246
"531190","Lessors of Other Real Estate Property ","531190","Lessors of Other Real Estate Property ",NA,NA,"unambig",0.246,0.246
"531210","Offices of Real Estate Agents and Brokers","531210","Offices of Real Estate Agents and Brokers",NA,NA,"unambig",0.246,0.246
"531311","Residential Property Managers ","531311","Residential Property Managers ",NA,NA,"unambig",0.246,0.246
"531312","Nonresidential Property Managers ","531312","Nonresidential Property Managers ",NA,NA,"unambig",0.246,0.246
"531320","Offices of Real Estate Appraisers ","531320","Offices of Real Estate Appraisers ",NA,NA,"unambig",0.246,0.246
"531390","Other Activities Related to Real Estate ","531390","Other Activities Related to Real Estate ",NA,NA,"unambig",0.246,0.246
"532111","Passenger Car Rental ","532111","Passenger Car Rental ",NA,NA,"unambig",0.11,0.11
"532112","Passenger Car Leasing ","532112","Passenger Car Leasing ",NA,NA,"unambig",0.11,0.11
"532120","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ","532120","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",NA,NA,"unambig",0.11,0.11
"532210","Consumer Electronics and Appliances Rental","532210","Consumer Electronics and Appliances Rental",NA,NA,"unambig",0.102,0.102
"532281","Formal Wear and Costume Rental","532281","Formal Wear and Costume Rental",NA,NA,"unambig",0.102,0.102
"532282","Video Tape and Disc Rental","532282","Video Tape and Disc Rental",NA,NA,"unambig",0.102,0.102
"532283","Home Health Equipment Rental ","532283","Home Health Equipment Rental ",NA,NA,"unambig",0.102,0.102
"532284","Recreational Goods Rental ","532284","Recreational Goods Rental ",NA,NA,"unambig",0.102,0.102
"532289","All Other Consumer Goods Rental ","532289","All Other Consumer Goods Rental ",NA,NA,"unambig",0.102,0.102
"532310","General Rental Centers","532310","General Rental Centers",NA,NA,"unambig",0.102,0.102
"532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ","532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",NA,NA,"unambig",0.106,0.106
"532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ","532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",NA,NA,"unambig",0.106,0.106
"532420","Office Machinery and Equipment Rental and Leasing","532420","Office Machinery and Equipment Rental and Leasing",NA,NA,"unambig",0.106,0.106
"532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing ","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing ",NA,NA,"unambig",0.106,0.106
"533110","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","533110","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",NA,NA,"unambig",0.052,0.052
"541110","Offices of Lawyers","541110","Offices of Lawyers",NA,NA,"unambig",0.041,0.041
"541120","Offices of Notaries","541120","Offices of Notaries",NA,NA,"unambig",0.041,0.041
"541191","Title Abstract and Settlement Offices ","541191","Title Abstract and Settlement Offices ",NA,NA,"unambig",0.041,0.041
"541199","All Other Legal Services ","541199","All Other Legal Services ",NA,NA,"unambig",0.041,0.041
"541211","Offices of Certified Public Accountants ","541211","Offices of Certified Public Accountants ",NA,NA,"unambig",0.054,0.054
"541213","Tax Preparation Services ","541213","Tax Preparation Services ",NA,NA,"unambig",0.054,0.054
"541214","Payroll Services ","541214","Payroll Services ",NA,NA,"unambig",0.054,0.054
"541219","Other Accounting Services ","541219","Other Accounting Services ",NA,NA,"unambig",0.054,0.054
"541310","Architectural Services","541310","Architectural Services",NA,NA,"unambig",0.103,0.103
"541320","Landscape Architectural Services","541320","Landscape Architectural Services",NA,NA,"unambig",0.103,0.103
"541330","Engineering Services","541330","Engineering Services",NA,NA,"unambig",0.103,0.103
"541340","Drafting Services","541340","Drafting Services",NA,NA,"unambig",0.103,0.103
"541350","Building Inspection Services","541350","Building Inspection Services",NA,NA,"unambig",0.103,0.103
"541360","Geophysical Surveying and Mapping Services","541360","Geophysical Surveying and Mapping Services",NA,NA,"unambig",0.103,0.103
"541370","Surveying and Mapping (except Geophysical) Services","541370","Surveying and Mapping (except Geophysical) Services",NA,NA,"unambig",0.103,0.103
"541380","Testing Laboratories and Services","541380","Testing Laboratories",NA,NA,"unambig",0.103,0.103
"541410","Interior Design Services","541410","Interior Design Services",NA,NA,"unambig",0.094,0.094
"541420","Industrial Design Services","541420","Industrial Design Services",NA,NA,"unambig",0.094,0.094
"541430","Graphic Design Services","541430","Graphic Design Services",NA,NA,"unambig",0.094,0.094
"541490","Other Specialized Design Services","541490","Other Specialized Design Services",NA,NA,"unambig",0.094,0.094
"541511","Custom Computer Programming Services ","541511","Custom Computer Programming Services ",NA,NA,"unambig",0.084,0.084
"541512","Computer Systems Design Services ","541512","Computer Systems Design Services ",NA,NA,"unambig",0.089,0.089
"541513","Computer Facilities Management Services ","541513","Computer Facilities Management Services ",NA,NA,"unambig",0.08,0.08
"541519","Other Computer Related Services","541519","Other Computer Related Services",NA,NA,"unambig",0.08,0.08
"541611","Administrative Management and General Management Consulting Services ","541611","Administrative Management and General Management Consulting Services ",NA,NA,"unambig",0.078,0.078
"541612","Human Resources Consulting Services ","541612","Human Resources Consulting Services ",NA,NA,"unambig",0.078,0.078
"541613","Marketing Consulting Services ","541613","Marketing Consulting Services ",NA,NA,"unambig",0.078,0.078
"541614","Process, Physical Distribution, and Logistics Consulting Services ","541614","Process, Physical Distribution, and Logistics Consulting Services ",NA,NA,"unambig",0.078,0.078
"541618","Other Management Consulting Services ","541618","Other Management Consulting Services ",NA,NA,"unambig",0.078,0.078
"541620","Environmental Consulting Services","541620","Environmental Consulting Services",NA,NA,"unambig",0.09,0.09
"541690","Other Scientific and Technical Consulting Services","541690","Other Scientific and Technical Consulting Services",NA,NA,"unambig",0.09,0.09
"541713","Research and Development in Nanotechnology ","541713","Research and Development in Nanotechnology",NA,NA,"unambig",0.156,0.156
"541714","Research and Development in Biotechnology (except Nanobiotechnology)","541714","Research and Development in Biotechnology (except Nanobiotechnology)",NA,NA,"unambig",0.156,0.156
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ","541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",NA,NA,"unambig",0.156,0.156
"541720","Research and Development in the Social Sciences and Humanities ","541720","Research and Development in the Social Sciences and Humanities ",NA,NA,"unambig",0.156,0.156
"541810","Advertising Agencies","541810","Advertising Agencies",NA,NA,"unambig",0.085,0.085
"541820","Public Relations Agencies","541820","Public Relations Agencies",NA,NA,"unambig",0.085,0.085
"541830","Media Buying Agencies","541830","Media Buying Agencies",NA,NA,"unambig",0.085,0.085
"541840","Media Representatives","541840","Media Representatives",NA,NA,"unambig",0.085,0.085
"541850","Indoor and Outdoor Display Advertising","541850","Outdoor Advertising",NA,NA,"unambig",0.085,0.085
"541860","Direct Mail Advertising","541860","Direct Mail Advertising",NA,NA,"unambig",0.085,0.085
"541870","Advertising Material Distribution Services","541870","Advertising Material Distribution Services",NA,NA,"unambig",0.085,0.085
"541890","Other Services Related to Advertising ","541890","Other Services Related to Advertising ",NA,NA,"unambig",0.085,0.085
"541910","Marketing Research and Public Opinion Polling","541910","Marketing Research and Public Opinion Polling",NA,NA,"unambig",0.08,0.08
"541921","Photography Studios, Portrait ","541921","Photography Studios, Portrait ",NA,NA,"unambig",0.125,0.125
"541922","Commercial Photography ","541922","Commercial Photography ",NA,NA,"unambig",0.125,0.125
"541930","Translation and Interpretation Services","541930","Translation and Interpretation Services",NA,NA,"unambig",0.08,0.08
"541940","Veterinary Services ","541940","Veterinary Services ",NA,NA,"unambig",0.127,0.127
"541990","All Other Professional, Scientific, and Technical Services","541990","All Other Professional, Scientific, and Technical Services",NA,NA,"unambig",0.08,0.08
"551111","Offices of Bank Holding Companies ","551111","Offices of Bank Holding Companies ",NA,NA,"unambig",0.084,0.084
"551112","Offices of Other Holding Companies ","551112","Offices of Other Holding Companies ",NA,NA,"unambig",0.084,0.084
"551114","Corporate, Subsidiary, and Regional Managing Offices ","551114","Corporate, Subsidiary, and Regional Managing Offices ",NA,NA,"unambig",0.084,0.084
"561110","Office Administrative Services","561110","Office Administrative Services",NA,NA,"unambig",0.1,0.1
"561210","Facilities Support Services","561210","Facilities Support Services",NA,NA,"unambig",0.199,0.199
"561311","Employment Placement Agencies ","561311","Employment Placement Agencies ",NA,NA,"unambig",0.051,0.051
"561312","Executive Search Services ","561312","Executive Search Services ",NA,NA,"unambig",0.051,0.051
"561320","Temporary Help Services","561320","Temporary Help Services",NA,NA,"unambig",0.051,0.051
"561330","Professional Employer Organizations","561330","Professional Employer Organizations",NA,NA,"unambig",0.051,0.051
"561410","Document Preparation Services","561410","Document Preparation Services",NA,NA,"unambig",0.111,0.111
"561421","Telephone Answering Services ","561421","Telephone Answering Services ",NA,NA,"unambig",0.111,0.111
"561422","Telemarketing Bureaus and Other Contact Centers ","561422","Telemarketing Bureaus and Other Contact Centers ",NA,NA,"unambig",0.111,0.111
"561431","Private Mail Centers ","561431","Private Mail Centers ",NA,NA,"unambig",0.111,0.111
"561439","Other Business Service Centers (including Copy Shops) ","561439","Other Business Service Centers (including Copy Shops) ",NA,NA,"unambig",0.111,0.111
"561440","Collection Agencies","561440","Collection Agencies",NA,NA,"unambig",0.111,0.111
"561450","Credit Bureaus","561450","Credit Bureaus",NA,NA,"unambig",0.111,0.111
"561491","Repossession Services ","561491","Repossession Services ",NA,NA,"unambig",0.111,0.111
"561492","Court Reporting and Stenotype Services ","561492","Court Reporting and Stenotype Services ",NA,NA,"unambig",0.111,0.111
"561499","All Other Business Support Services ","561499","All Other Business Support Services ",NA,NA,"unambig",0.111,0.111
"561510","Travel Agencies","561510","Travel Agencies",NA,NA,"unambig",0.088,0.088
"561520","Tour Operators","561520","Tour Operators",NA,NA,"unambig",0.088,0.088
"561591","Convention and Visitors Bureaus ","561591","Convention and Visitors Bureaus ",NA,NA,"unambig",0.088,0.088
"561599","All Other Travel Arrangement and Reservation Services ","561599","All Other Travel Arrangement and Reservation Services ",NA,NA,"unambig",0.088,0.088
"561611","Investigation and Personal Background Check Services ","561611","Investigation Services ",NA,NA,"unambig",0.074,0.074
"561612","Security Guards and Patrol Services ","561612","Security Guards and Patrol Services ",NA,NA,"unambig",0.074,0.074
"561613","Armored Car Services ","561613","Armored Car Services ",NA,NA,"unambig",0.074,0.074
"561621","Security Systems Services (except Locksmiths) ","561621","Security Systems Services (except Locksmiths) ",NA,NA,"unambig",0.074,0.074
"561622","Locksmiths ","561622","Locksmiths ",NA,NA,"unambig",0.074,0.074
"561710","Exterminating and Pest Control Services","561710","Exterminating and Pest Control Services",NA,NA,"unambig",0.214,0.214
"561720","Janitorial Services ","561720","Janitorial Services ",NA,NA,"unambig",0.214,0.214
"561730","Landscaping Services","561730","Landscaping Services",NA,NA,"unambig",0.214,0.214
"561740","Carpet and Upholstery Cleaning Services","561740","Carpet and Upholstery Cleaning Services",NA,NA,"unambig",0.214,0.214
"561790","Other Services to Buildings and Dwellings ","561790","Other Services to Buildings and Dwellings ",NA,NA,"unambig",0.214,0.214
"561910","Packaging and Labeling Services","561910","Packaging and Labeling Services",NA,NA,"unambig",0.127,0.127
"561920","Convention and Trade Show Organizers","561920","Convention and Trade Show Organizers",NA,NA,"unambig",0.127,0.127
"561990","All Other Support Services","561990","All Other Support Services",NA,NA,"unambig",0.127,0.127
"562111","Solid Waste Collection ","562111","Solid Waste Collection ",NA,NA,"unambig",0.988,0.988
"562112","Hazardous Waste Collection ","562112","Hazardous Waste Collection ",NA,NA,"unambig",0.988,0.988
"562119","Other Waste Collection ","562119","Other Waste Collection ",NA,NA,"unambig",0.988,0.988
"562211","Hazardous Waste Treatment and Disposal ","562211","Hazardous Waste Treatment and Disposal ",NA,NA,"unambig",0.988,0.988
"562212","Solid Waste Landfill ","562212","Solid Waste Landfill ",NA,NA,"unambig",0.988,0.988
"562213","Solid Waste Combustors and Incinerators ","562213","Solid Waste Combustors and Incinerators ",NA,NA,"unambig",0.988,0.988
"562219","Other Nonhazardous Waste Treatment and Disposal ","562219","Other Nonhazardous Waste Treatment and Disposal ",NA,NA,"unambig",0.988,0.988
"562910","Remediation Services ","562910","Remediation Services ",NA,NA,"unambig",0.988,0.988
"562920","Materials Recovery Facilities ","562920","Materials Recovery Facilities ",NA,NA,"unambig",0.988,0.988
"562991","Septic Tank and Related Services ","562991","Septic Tank and Related Services ",NA,NA,"unambig",0.988,0.988
"562998","All Other Miscellaneous Waste Management Services ","562998","All Other Miscellaneous Waste Management Services ",NA,NA,"unambig",0.988,0.988
"611110","Elementary and Secondary Schools ","611110","Elementary and Secondary Schools ",NA,NA,"unambig",0.186,0.186
"611210","Junior Colleges ","611210","Junior Colleges ",NA,NA,"unambig",0.14,0.14
"611310","Colleges, Universities, and Professional Schools ","611310","Colleges, Universities, and Professional Schools ",NA,NA,"unambig",0.14,0.14
"611410","Business and Secretarial Schools ","611410","Business and Secretarial Schools ",NA,NA,"unambig",0.108,0.108
"611420","Computer Training ","611420","Computer Training ",NA,NA,"unambig",0.108,0.108
"611430","Professional and Management Development Training ","611430","Professional and Management Development Training ",NA,NA,"unambig",0.108,0.108
"611511","Cosmetology and Barber Schools ","611511","Cosmetology and Barber Schools ",NA,NA,"unambig",0.108,0.108
"611512","Flight Training ","611512","Flight Training ",NA,NA,"unambig",0.108,0.108
"611513","Apprenticeship Training ","611513","Apprenticeship Training ",NA,NA,"unambig",0.108,0.108
"611519","Other Technical and Trade Schools ","611519","Other Technical and Trade Schools ",NA,NA,"unambig",0.108,0.108
"611610","Fine Arts Schools ","611610","Fine Arts Schools ",NA,NA,"unambig",0.108,0.108
"611620","Sports and Recreation Instruction ","611620","Sports and Recreation Instruction ",NA,NA,"unambig",0.108,0.108
"611630","Language Schools ","611630","Language Schools ",NA,NA,"unambig",0.108,0.108
"611691","Exam Preparation and Tutoring ","611691","Exam Preparation and Tutoring ",NA,NA,"unambig",0.108,0.108
"611692","Automobile Driving Schools ","611692","Automobile Driving Schools ",NA,NA,"unambig",0.108,0.108
"611699","All Other Miscellaneous Schools and Instruction ","611699","All Other Miscellaneous Schools and Instruction ",NA,NA,"unambig",0.108,0.108
"611710","Educational Support Services","611710","Educational Support Services",NA,NA,"unambig",0.108,0.108
"621111","Offices of Physicians (except Mental Health Specialists) ","621111","Offices of Physicians (except Mental Health Specialists) ",NA,NA,"unambig",0.083,0.083
"621112","Offices of Physicians, Mental Health Specialists ","621112","Offices of Physicians, Mental Health Specialists ",NA,NA,"unambig",0.083,0.083
"621210","Offices of Dentists ","621210","Offices of Dentists ",NA,NA,"unambig",0.056,0.056
"621310","Offices of Chiropractors ","621310","Offices of Chiropractors ",NA,NA,"unambig",0.105,0.105
"621320","Offices of Optometrists","621320","Offices of Optometrists",NA,NA,"unambig",0.105,0.105
"621330","Offices of Mental Health Practitioners (except Physicians) ","621330","Offices of Mental Health Practitioners (except Physicians) ",NA,NA,"unambig",0.105,0.105
"621340","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","621340","Offices of Physical, Occupational and Speech Therapists, and Audiologists ",NA,NA,"unambig",0.105,0.105
"621391","Offices of Podiatrists ","621391","Offices of Podiatrists ",NA,NA,"unambig",0.105,0.105
"621399","Offices of All Other Miscellaneous Health Practitioners ","621399","Offices of All Other Miscellaneous Health Practitioners ",NA,NA,"unambig",0.105,0.105
"621410","Family Planning Centers ","621410","Family Planning Centers ",NA,NA,"unambig",0.096,0.096
"621420","Outpatient Mental Health and Substance Abuse Centers ","621420","Outpatient Mental Health and Substance Abuse Centers ",NA,NA,"unambig",0.096,0.096
"621491","HMO Medical Centers ","621491","HMO Medical Centers ",NA,NA,"unambig",0.096,0.096
"621492","Kidney Dialysis Centers ","621492","Kidney Dialysis Centers ",NA,NA,"unambig",0.096,0.096
"621493","Freestanding Ambulatory Surgical and Emergency Centers ","621493","Freestanding Ambulatory Surgical and Emergency Centers ",NA,NA,"unambig",0.096,0.096
"621498","All Other Outpatient Care Centers ","621498","All Other Outpatient Care Centers ",NA,NA,"unambig",0.096,0.096
"621511","Medical Laboratories ","621511","Medical Laboratories ",NA,NA,"unambig",0.092,0.092
"621512","Diagnostic Imaging Centers ","621512","Diagnostic Imaging Centers ",NA,NA,"unambig",0.092,0.092
"621610","Home Health Care Services","621610","Home Health Care Services",NA,NA,"unambig",0.104,0.104
"621910","Ambulance Services ","621910","Ambulance Services ",NA,NA,"unambig",0.18,0.18
"621991","Blood and Organ Banks ","621991","Blood and Organ Banks ",NA,NA,"unambig",0.18,0.18
"621999","All Other Miscellaneous Ambulatory Health Care Services ","621999","All Other Miscellaneous Ambulatory Health Care Services ",NA,NA,"unambig",0.18,0.18
"622110","General Medical and Surgical Hospitals ","622110","General Medical and Surgical Hospitals ",NA,NA,"unambig",0.145,0.145
"622210","Psychiatric and Substance Abuse Hospitals ","622210","Psychiatric and Substance Abuse Hospitals ",NA,NA,"unambig",0.145,0.145
"622310","Specialty (except Psychiatric and Substance Abuse) Hospitals ","622310","Specialty (except Psychiatric and Substance Abuse) Hospitals ",NA,NA,"unambig",0.145,0.145
"623110","Nursing Care Facilities (Skilled Nursing Facilities) ","623110","Nursing Care Facilities (Skilled Nursing Facilities) ",NA,NA,"unambig",0.159,0.159
"623210","Residential Intellectual and Developmental Disability Facilities ","623210","Residential Intellectual and Developmental Disability Facilities ",NA,NA,"unambig",0.129,0.129
"623220","Residential Mental Health and Substance Abuse Facilities ","623220","Residential Mental Health and Substance Abuse Facilities ",NA,NA,"unambig",0.129,0.129
"623311","Continuing Care Retirement Communities ","623311","Continuing Care Retirement Communities ",NA,NA,"unambig",0.159,0.159
"623312","Assisted Living Facilities for the Elderly ","623312","Assisted Living Facilities for the Elderly ",NA,NA,"unambig",0.159,0.159
"623990","Other Residential Care Facilities ","623990","Other Residential Care Facilities ",NA,NA,"unambig",0.129,0.129
"624110","Child and Youth Services ","624110","Child and Youth Services ",NA,NA,"unambig",0.118,0.118
"624120","Services for the Elderly and Persons with Disabilities ","624120","Services for the Elderly and Persons with Disabilities ",NA,NA,"unambig",0.118,0.118
"624190","Other Individual and Family Services ","624190","Other Individual and Family Services ",NA,NA,"unambig",0.118,0.118
"624210","Community Food Services ","624210","Community Food Services ",NA,NA,"unambig",0.217,0.217
"624221","Temporary Shelters ","624221","Temporary Shelters ",NA,NA,"unambig",0.217,0.217
"624229","Other Community Housing Services ","624229","Other Community Housing Services ",NA,NA,"unambig",0.217,0.217
"624230","Emergency and Other Relief Services ","624230","Emergency and Other Relief Services ",NA,NA,"unambig",0.217,0.217
