Input Seq,2022 NAICS Code,2022 NAICS Title,Change to 2017 Code,2017 NAICS Code,2017 NAICS Title
845,525910,Open-End Investment Funds ,No Change,525910,Open-End Investment Funds 
846,525920,"Trusts, Estates, and Agency Accounts ",No Change,525920,"Trusts, Estates, and Agency Accounts "
847,525990,Other Financial Vehicles ,No Change,525990,Other Financial Vehicles 
848,531110,Lessors of Residential Buildings and Dwellings ,No Change,531110,Lessors of Residential Buildings and Dwellings 
849,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,No Change,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
850,531130,Lessors of Miniwarehouses and Self-Storage Units ,No Change,531130,Lessors of Miniwarehouses and Self-Storage Units 
851,531190,Lessors of Other Real Estate Property ,No Change,531190,Lessors of Other Real Estate Property 
852,531210,Offices of Real Estate Agents and Brokers,No Change,531210,Offices of Real Estate Agents and Brokers
853,531311,Residential Property Managers ,No Change,531311,Residential Property Managers 
854,531312,Nonresidential Property Managers ,No Change,531312,Nonresidential Property Managers 
855,531320,Offices of Real Estate Appraisers ,No Change,531320,Offices of Real Estate Appraisers 
856,531390,Other Activities Related to Real Estate ,No Change,531390,Other Activities Related to Real Estate 
857,532111,Passenger Car Rental ,No Change,532111,Passenger Car Rental 
858,532112,Passenger Car Leasing ,No Change,532112,Passenger Car Leasing 
859,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",No Change,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing "
860,532210,Consumer Electronics and Appliances Rental,No Change,532210,Consumer Electronics and Appliances Rental
861,532281,Formal Wear and Costume Rental,No Change,532281,Formal Wear and Costume Rental
862,532282,Video Tape and Disc Rental,No Change,532282,Video Tape and Disc Rental
863,532283,Home Health Equipment Rental ,No Change,532283,Home Health Equipment Rental 
864,532284,Recreational Goods Rental ,No Change,532284,Recreational Goods Rental 
865,532289,All Other Consumer Goods Rental ,No Change,532289,All Other Consumer Goods Rental 
866,532310,General Rental Centers,No Change,532310,General Rental Centers
867,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",No Change,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
868,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",No Change,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing "
869,532420,Office Machinery and Equipment Rental and Leasing,No Change,532420,Office Machinery and Equipment Rental and Leasing
870,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,No Change,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
871,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),No Change,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
872,541110,Offices of Lawyers,No Change,541110,Offices of Lawyers
873,541120,Offices of Notaries,No Change,541120,Offices of Notaries
874,541191,Title Abstract and Settlement Offices ,No Change,541191,Title Abstract and Settlement Offices 
875,541199,All Other Legal Services ,No Change,541199,All Other Legal Services 
876,541211,Offices of Certified Public Accountants ,No Change,541211,Offices of Certified Public Accountants 
877,541213,Tax Preparation Services ,No Change,541213,Tax Preparation Services 
878,541214,Payroll Services ,No Change,541214,Payroll Services 
879,541219,Other Accounting Services ,No Change,541219,Other Accounting Services 
880,541310,Architectural Services,No Change,541310,Architectural Services
881,541320,Landscape Architectural Services,No Change,541320,Landscape Architectural Services
882,541330,Engineering Services,No Change,541330,Engineering Services
883,541340,Drafting Services,No Change,541340,Drafting Services
884,541350,Building Inspection Services,No Change,541350,Building Inspection Services
885,541360,Geophysical Surveying and Mapping Services,No Change,541360,Geophysical Surveying and Mapping Services
886,541370,Surveying and Mapping (except Geophysical) Services,No Change,541370,Surveying and Mapping (except Geophysical) Services
887,541380,Testing Laboratories and Services,"Same Code, new title",541380,Testing Laboratories
888,541410,Interior Design Services,No Change,541410,Interior Design Services
889,541420,Industrial Design Services,No Change,541420,Industrial Design Services
890,541430,Graphic Design Services,No Change,541430,Graphic Design Services
891,541490,Other Specialized Design Services,No Change,541490,Other Specialized Design Services
892,541511,Custom Computer Programming Services ,No Change,541511,Custom Computer Programming Services 
893,541512,Computer Systems Design Services ,No Change,541512,Computer Systems Design Services 
894,541513,Computer Facilities Management Services ,No Change,541513,Computer Facilities Management Services 
895,541519,Other Computer Related Services,No Change,541519,Other Computer Related Services
896,541611,Administrative Management and General Management Consulting Services ,No Change,541611,Administrative Management and General Management Consulting Services 
897,541612,Human Resources Consulting Services ,No Change,541612,Human Resources Consulting Services 
898,541613,Marketing Consulting Services ,No Change,541613,Marketing Consulting Services 
899,541614,"Process, Physical Distribution, and Logistics Consulting Services ",No Change,541614,"Process, Physical Distribution, and Logistics Consulting Services "
900,541618,Other Management Consulting Services ,No Change,541618,Other Management Consulting Services 
901,541620,Environmental Consulting Services,No Change,541620,Environmental Consulting Services
902,541690,Other Scientific and Technical Consulting Services,No Change,541690,Other Scientific and Technical Consulting Services
903,541713,Research and Development in Nanotechnology ,No Change,541713,Research and Development in Nanotechnology
904,541714,Research and Development in Biotechnology (except Nanobiotechnology),No Change,541714,Research and Development in Biotechnology (except Nanobiotechnology)
905,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",No Change,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
906,541720,Research and Development in the Social Sciences and Humanities ,No Change,541720,Research and Development in the Social Sciences and Humanities 
907,541810,Advertising Agencies,No Change,541810,Advertising Agencies
908,541820,Public Relations Agencies,No Change,541820,Public Relations Agencies
909,541830,Media Buying Agencies,No Change,541830,Media Buying Agencies
910,541840,Media Representatives,No Change,541840,Media Representatives
911,541850,Indoor and Outdoor Display Advertising,"Same Code, new title",541850,Outdoor Advertising
912,541860,Direct Mail Advertising,No Change,541860,Direct Mail Advertising
913,541870,Advertising Material Distribution Services,No Change,541870,Advertising Material Distribution Services
914,541890,Other Services Related to Advertising ,No Change,541890,Other Services Related to Advertising 
915,541910,Marketing Research and Public Opinion Polling,No Change,541910,Marketing Research and Public Opinion Polling
916,541921,"Photography Studios, Portrait ",No Change,541921,"Photography Studios, Portrait "
917,541922,Commercial Photography ,No Change,541922,Commercial Photography 
918,541930,Translation and Interpretation Services,No Change,541930,Translation and Interpretation Services
919,541940,Veterinary Services ,No Change,541940,Veterinary Services 
920,541990,"All Other Professional, Scientific, and Technical Services",No Change,541990,"All Other Professional, Scientific, and Technical Services"
921,551111,Offices of Bank Holding Companies ,No Change,551111,Offices of Bank Holding Companies 
922,551112,Offices of Other Holding Companies ,No Change,551112,Offices of Other Holding Companies 
923,551114,"Corporate, Subsidiary, and Regional Managing Offices ",No Change,551114,"Corporate, Subsidiary, and Regional Managing Offices "
924,561110,Office Administrative Services,No Change,561110,Office Administrative Services
925,561210,Facilities Support Services,No Change,561210,Facilities Support Services
926,561311,Employment Placement Agencies ,No Change,561311,Employment Placement Agencies 
927,561312,Executive Search Services ,No Change,561312,Executive Search Services 
928,561320,Temporary Help Services,No Change,561320,Temporary Help Services
929,561330,Professional Employer Organizations,No Change,561330,Professional Employer Organizations
930,561410,Document Preparation Services,No Change,561410,Document Preparation Services
931,561421,Telephone Answering Services ,No Change,561421,Telephone Answering Services 
932,561422,Telemarketing Bureaus and Other Contact Centers ,No Change,561422,Telemarketing Bureaus and Other Contact Centers 
933,561431,Private Mail Centers ,No Change,561431,Private Mail Centers 
934,561439,Other Business Service Centers (including Copy Shops) ,No Change,561439,Other Business Service Centers (including Copy Shops) 
935,561440,Collection Agencies,No Change,561440,Collection Agencies
936,561450,Credit Bureaus,No Change,561450,Credit Bureaus
937,561491,Repossession Services ,No Change,561491,Repossession Services 
938,561492,Court Reporting and Stenotype Services ,No Change,561492,Court Reporting and Stenotype Services 
939,561499,All Other Business Support Services ,No Change,561499,All Other Business Support Services 
940,561510,Travel Agencies,No Change,561510,Travel Agencies
941,561520,Tour Operators,No Change,561520,Tour Operators
942,561591,Convention and Visitors Bureaus ,No Change,561591,Convention and Visitors Bureaus 
943,561599,All Other Travel Arrangement and Reservation Services ,No Change,561599,All Other Travel Arrangement and Reservation Services 
944,561611,Investigation and Personal Background Check Services ,"Same Code, new title",561611,Investigation Services 
945,561612,Security Guards and Patrol Services ,No Change,561612,Security Guards and Patrol Services 
946,561613,Armored Car Services ,No Change,561613,Armored Car Services 
947,561621,Security Systems Services (except Locksmiths) ,No Change,561621,Security Systems Services (except Locksmiths) 
948,561622,Locksmiths ,No Change,561622,Locksmiths 
949,561710,Exterminating and Pest Control Services,No Change,561710,Exterminating and Pest Control Services
950,561720,Janitorial Services ,No Change,561720,Janitorial Services 
951,561730,Landscaping Services,No Change,561730,Landscaping Services
952,561740,Carpet and Upholstery Cleaning Services,No Change,561740,Carpet and Upholstery Cleaning Services
953,561790,Other Services to Buildings and Dwellings ,No Change,561790,Other Services to Buildings and Dwellings 
954,561910,Packaging and Labeling Services,No Change,561910,Packaging and Labeling Services
955,561920,Convention and Trade Show Organizers,No Change,561920,Convention and Trade Show Organizers
956,561990,All Other Support Services,No Change,561990,All Other Support Services
957,562111,Solid Waste Collection ,No Change,562111,Solid Waste Collection 
958,562112,Hazardous Waste Collection ,No Change,562112,Hazardous Waste Collection 
959,562119,Other Waste Collection ,No Change,562119,Other Waste Collection 
960,562211,Hazardous Waste Treatment and Disposal ,No Change,562211,Hazardous Waste Treatment and Disposal 
961,562212,Solid Waste Landfill ,No Change,562212,Solid Waste Landfill 
962,562213,Solid Waste Combustors and Incinerators ,No Change,562213,Solid Waste Combustors and Incinerators 
963,562219,Other Nonhazardous Waste Treatment and Disposal ,No Change,562219,Other Nonhazardous Waste Treatment and Disposal 
964,562910,Remediation Services ,No Change,562910,Remediation Services 
965,562920,Materials Recovery Facilities ,No Change,562920,Materials Recovery Facilities 
966,562991,Septic Tank and Related Services ,No Change,562991,Septic Tank and Related Services 
967,562998,All Other Miscellaneous Waste Management Services ,No Change,562998,All Other Miscellaneous Waste Management Services 
968,611110,Elementary and Secondary Schools ,No Change,611110,Elementary and Secondary Schools 
969,611210,Junior Colleges ,No Change,611210,Junior Colleges 
970,611310,"Colleges, Universities, and Professional Schools ",No Change,611310,"Colleges, Universities, and Professional Schools "
971,611410,Business and Secretarial Schools ,No Change,611410,Business and Secretarial Schools 
972,611420,Computer Training ,No Change,611420,Computer Training 
973,611430,Professional and Management Development Training ,No Change,611430,Professional and Management Development Training 
974,611511,Cosmetology and Barber Schools ,No Change,611511,Cosmetology and Barber Schools 
975,611512,Flight Training ,No Change,611512,Flight Training 
976,611513,Apprenticeship Training ,No Change,611513,Apprenticeship Training 
977,611519,Other Technical and Trade Schools ,No Change,611519,Other Technical and Trade Schools 
978,611610,Fine Arts Schools ,No Change,611610,Fine Arts Schools 
979,611620,Sports and Recreation Instruction ,No Change,611620,Sports and Recreation Instruction 
980,611630,Language Schools ,No Change,611630,Language Schools 
981,611691,Exam Preparation and Tutoring ,No Change,611691,Exam Preparation and Tutoring 
982,611692,Automobile Driving Schools ,No Change,611692,Automobile Driving Schools 
983,611699,All Other Miscellaneous Schools and Instruction ,No Change,611699,All Other Miscellaneous Schools and Instruction 
984,611710,Educational Support Services,No Change,611710,Educational Support Services
985,621111,Offices of Physicians (except Mental Health Specialists) ,No Change,621111,Offices of Physicians (except Mental Health Specialists) 
986,621112,"Offices of Physicians, Mental Health Specialists ",No Change,621112,"Offices of Physicians, Mental Health Specialists "
987,621210,Offices of Dentists ,No Change,621210,Offices of Dentists 
988,621310,Offices of Chiropractors ,No Change,621310,Offices of Chiropractors 
989,621320,Offices of Optometrists,No Change,621320,Offices of Optometrists
990,621330,Offices of Mental Health Practitioners (except Physicians) ,No Change,621330,Offices of Mental Health Practitioners (except Physicians) 
991,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",No Change,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
992,621391,Offices of Podiatrists ,No Change,621391,Offices of Podiatrists 
993,621399,Offices of All Other Miscellaneous Health Practitioners ,No Change,621399,Offices of All Other Miscellaneous Health Practitioners 
994,621410,Family Planning Centers ,No Change,621410,Family Planning Centers 
995,621420,Outpatient Mental Health and Substance Abuse Centers ,No Change,621420,Outpatient Mental Health and Substance Abuse Centers 
996,621491,HMO Medical Centers ,No Change,621491,HMO Medical Centers 
997,621492,Kidney Dialysis Centers ,No Change,621492,Kidney Dialysis Centers 
998,621493,Freestanding Ambulatory Surgical and Emergency Centers ,No Change,621493,Freestanding Ambulatory Surgical and Emergency Centers 
999,621498,All Other Outpatient Care Centers ,No Change,621498,All Other Outpatient Care Centers 
1000,621511,Medical Laboratories ,No Change,621511,Medical Laboratories 
1001,621512,Diagnostic Imaging Centers ,No Change,621512,Diagnostic Imaging Centers 
1002,621610,Home Health Care Services,No Change,621610,Home Health Care Services
1003,621910,Ambulance Services ,No Change,621910,Ambulance Services 
1004,621991,Blood and Organ Banks ,No Change,621991,Blood and Organ Banks 
1005,621999,All Other Miscellaneous Ambulatory Health Care Services ,No Change,621999,All Other Miscellaneous Ambulatory Health Care Services 
1006,622110,General Medical and Surgical Hospitals ,No Change,622110,General Medical and Surgical Hospitals 
1007,622210,Psychiatric and Substance Abuse Hospitals ,No Change,622210,Psychiatric and Substance Abuse Hospitals 
1008,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,No Change,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals 
1009,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,No Change,623110,Nursing Care Facilities (Skilled Nursing Facilities) 
1010,623210,Residential Intellectual and Developmental Disability Facilities ,No Change,623210,Residential Intellectual and Developmental Disability Facilities 
1011,623220,Residential Mental Health and Substance Abuse Facilities ,No Change,623220,Residential Mental Health and Substance Abuse Facilities 
1012,623311,Continuing Care Retirement Communities ,No Change,623311,Continuing Care Retirement Communities 
1013,623312,Assisted Living Facilities for the Elderly ,No Change,623312,Assisted Living Facilities for the Elderly 
1014,623990,Other Residential Care Facilities ,No Change,623990,Other Residential Care Facilities 
1015,624110,Child and Youth Services ,No Change,624110,Child and Youth Services 
1016,624120,Services for the Elderly and Persons with Disabilities ,No Change,624120,Services for the Elderly and Persons with Disabilities 
1017,624190,Other Individual and Family Services ,No Change,624190,Other Individual and Family Services 
1018,624210,Community Food Services ,No Change,624210,Community Food Services 
1019,624221,Temporary Shelters ,No Change,624221,Temporary Shelters 
1020,624229,Other Community Housing Services ,No Change,624229,Other Community Housing Services 
1021,624230,Emergency and Other Relief Services ,No Change,624230,Emergency and Other Relief Services 
1022,624310,Vocational Rehabilitation Services ,No Change,624310,Vocational Rehabilitation Services 
1023,624410,Child Care Services ,"Same Code, new title",624410,Child Day Care Services 
1024,711110,Theater Companies and Dinner Theaters ,No Change,711110,Theater Companies and Dinner Theaters 
1025,711120,Dance Companies ,No Change,711120,Dance Companies 
1026,711130,Musical Groups and Artists ,No Change,711130,Musical Groups and Artists 
1027,711190,Other Performing Arts Companies ,No Change,711190,Other Performing Arts Companies 
1028,711211,Sports Teams and Clubs ,No Change,711211,Sports Teams and Clubs 
1029,711212,Racetracks ,No Change,711212,Racetracks 
1030,711219,Other Spectator Sports ,No Change,711219,Other Spectator Sports 
1031,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
1032,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",No Change,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
1033,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",No Change,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1034,711510,"Independent Artists, Writers, and Performers ",No Change,711510,"Independent Artists, Writers, and Performers "
1035,712110,Museums ,No Change,712110,Museums 
1036,712120,Historical Sites,No Change,712120,Historical Sites
1037,712130,Zoos and Botanical Gardens ,No Change,712130,Zoos and Botanical Gardens 
1038,712190,Nature Parks and Other Similar Institutions,No Change,712190,Nature Parks and Other Similar Institutions
1039,713110,Amusement and Theme Parks ,No Change,713110,Amusement and Theme Parks 
1040,713120,Amusement Arcades,No Change,713120,Amusement Arcades
1041,713210,Casinos (except Casino Hotels),No Change,713210,Casinos (except Casino Hotels)
1042,713290,Other Gambling Industries ,No Change,713290,Other Gambling Industries 
1043,713910,Golf Courses and Country Clubs,No Change,713910,Golf Courses and Country Clubs
1044,713920,Skiing Facilities,No Change,713920,Skiing Facilities
1045,713930,Marinas,No Change,713930,Marinas
1046,713940,Fitness and Recreational Sports Centers ,No Change,713940,Fitness and Recreational Sports Centers 
1047,713950,Bowling Centers,No Change,713950,Bowling Centers
1048,713990,All Other Amusement and Recreation Industries ,No Change,713990,All Other Amusement and Recreation Industries 
1049,721110,Hotels (except Casino Hotels) and Motels ,No Change,721110,Hotels (except Casino Hotels) and Motels 
1050,721120,Casino Hotels,No Change,721120,Casino Hotels
1051,721191,Bed-and-Breakfast Inns ,No Change,721191,Bed-and-Breakfast Inns 
1052,721199,All Other Traveler Accommodation ,No Change,721199,All Other Traveler Accommodation 
1053,721211,RV (Recreational Vehicle) Parks and Campgrounds ,No Change,721211,RV (Recreational Vehicle) Parks and Campgrounds 
1054,721214,Recreational and Vacation Camps (except Campgrounds) ,No Change,721214,Recreational and Vacation Camps (except Campgrounds) 
1055,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",No Change,721310,Rooming and Boarding Houses 
1056,722310,Food Service Contractors,No Change,722310,Food Service Contractors
1057,722320,Caterers,No Change,722320,Caterers
1058,722330,Mobile Food Services,No Change,722330,Mobile Food Services
1059,722410,Drinking Places (Alcoholic Beverages) ,No Change,722410,Drinking Places (Alcoholic Beverages) 
1060,722511,Full-Service Restaurants ,No Change,722511,Full-Service Restaurants 
1061,722513,Limited-Service Restaurants ,No Change,722513,Limited-Service Restaurants 
1062,722514,"Cafeterias, Grill Buffets, and Buffets ",No Change,722514,"Cafeterias, Grill Buffets, and Buffets "
1063,722515,Snack and Nonalcoholic Beverage Bars ,No Change,722515,Snack and Nonalcoholic Beverage Bars 
1064,811111,General Automotive Repair ,No Change,811111,General Automotive Repair 
829,523940,Portfolio Management and Investment Advice ,New NAICS Code,523930,Investment Advice 
1065,811114,Specialized Automotive Repair ,New NAICS Code,811112,Automotive Exhaust System Repair 
1066,811114,Specialized Automotive Repair ,New NAICS Code,811113,Automotive Transmission Repair 
1068,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",No Change,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
1069,811122,Automotive Glass Replacement Shops ,No Change,811122,Automotive Glass Replacement Shops 
1070,811191,Automotive Oil Change and Lubrication Shops ,No Change,811191,Automotive Oil Change and Lubrication Shops 
1071,811192,Car Washes ,No Change,811192,Car Washes 
1072,811198,All Other Automotive Repair and Maintenance ,No Change,811198,All Other Automotive Repair and Maintenance 
1067,811114,Specialized Automotive Repair ,New NAICS Code,811118,Other Automotive Mechanical and Electrical Repair and Maintenance 
1073,811210,Electronic and Precision Equipment Repair and Maintenance ,New NAICS Code,811211,Consumer Electronics Repair and Maintenance 
1074,811210,Electronic and Precision Equipment Repair and Maintenance ,New NAICS Code,811212,Computer and Office Machine Repair and Maintenance 
1075,811210,Electronic and Precision Equipment Repair and Maintenance ,New NAICS Code,811213,Communication Equipment Repair and Maintenance 
1077,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,No Change,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
1078,811411,Home and Garden Equipment Repair and Maintenance ,No Change,811411,Home and Garden Equipment Repair and Maintenance 
1079,811412,Appliance Repair and Maintenance ,No Change,811412,Appliance Repair and Maintenance 
1080,811420,Reupholstery and Furniture Repair,No Change,811420,Reupholstery and Furniture Repair
1081,811430,Footwear and Leather Goods Repair,No Change,811430,Footwear and Leather Goods Repair
1082,811490,Other Personal and Household Goods Repair and Maintenance ,No Change,811490,Other Personal and Household Goods Repair and Maintenance 
1083,812111,Barber Shops ,No Change,812111,Barber Shops 
1084,812112,Beauty Salons ,No Change,812112,Beauty Salons 
1085,812113,Nail Salons ,No Change,812113,Nail Salons 
1086,812191,Diet and Weight Reducing Centers ,No Change,812191,Diet and Weight Reducing Centers 
1087,812199,Other Personal Care Services ,No Change,812199,Other Personal Care Services 
1088,812210,Funeral Homes and Funeral Services ,No Change,812210,Funeral Homes and Funeral Services 
1089,812220,Cemeteries and Crematories ,No Change,812220,Cemeteries and Crematories 
1090,812310,Coin-Operated Laundries and Drycleaners ,No Change,812310,Coin-Operated Laundries and Drycleaners 
1091,812320,Drycleaning and Laundry Services (except Coin-Operated) ,No Change,812320,Drycleaning and Laundry Services (except Coin-Operated) 
1092,812331,Linen Supply ,No Change,812331,Linen Supply 
1093,812332,Industrial Launderers ,No Change,812332,Industrial Launderers 
1094,812910,Pet Care (except Veterinary) Services ,No Change,812910,Pet Care (except Veterinary) Services 
1095,812921,Photofinishing Laboratories (except One-Hour) ,No Change,812921,Photofinishing Laboratories (except One-Hour) 
1096,812922,One-Hour Photofinishing ,No Change,812922,One-Hour Photofinishing 
1097,812930,Parking Lots and Garages ,No Change,812930,Parking Lots and Garages 
1098,812990,All Other Personal Services ,No Change,812990,All Other Personal Services 
1099,813110,Religious Organizations ,No Change,813110,Religious Organizations 
1100,813211,Grantmaking Foundations ,No Change,813211,Grantmaking Foundations 
1101,813212,Voluntary Health Organizations ,No Change,813212,Voluntary Health Organizations 
1102,813219,Other Grantmaking and Giving Services ,No Change,813219,Other Grantmaking and Giving Services 
1103,813311,Human Rights Organizations ,No Change,813311,Human Rights Organizations 
1104,813312,"Environment, Conservation and Wildlife Organizations ",No Change,813312,"Environment, Conservation and Wildlife Organizations "
1105,813319,Other Social Advocacy Organizations ,No Change,813319,Other Social Advocacy Organizations 
1106,813410,Civic and Social Organizations ,No Change,813410,Civic and Social Organizations 
1107,813910,Business Associations ,No Change,813910,Business Associations 
1108,813920,Professional Organizations ,No Change,813920,Professional Organizations 
1109,813930,Labor Unions and Similar Labor Organizations ,No Change,813930,Labor Unions and Similar Labor Organizations 
1110,813940,Political Organizations ,No Change,813940,Political Organizations 
1111,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",No Change,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
1112,814110,Private Households,No Change,814110,Private Households
1113,921110,Executive Offices ,No Change,921110,Executive Offices 
1114,921120,Legislative Bodies ,No Change,921120,Legislative Bodies 
1115,921130,Public Finance Activities ,No Change,921130,Public Finance Activities 
1116,921140,"Executive and Legislative Offices, Combined ",No Change,921140,"Executive and Legislative Offices, Combined "
1117,921150,American Indian and Alaska Native Tribal Governments ,No Change,921150,American Indian and Alaska Native Tribal Governments 
1118,921190,Other General Government Support ,No Change,921190,Other General Government Support 
1119,922110,Courts ,No Change,922110,Courts 
1120,922120,Police Protection ,No Change,922120,Police Protection 
1121,922130,Legal Counsel and Prosecution ,No Change,922130,Legal Counsel and Prosecution 
1122,922140,Correctional Institutions ,No Change,922140,Correctional Institutions 
1123,922150,Parole Offices and Probation Offices ,No Change,922150,Parole Offices and Probation Offices 
1124,922160,Fire Protection ,No Change,922160,Fire Protection 
1125,922190,"Other Justice, Public Order, and Safety Activities ",No Change,922190,"Other Justice, Public Order, and Safety Activities "
1126,923110,Administration of Education Programs ,No Change,923110,Administration of Education Programs 
1127,923120,Administration of Public Health Programs ,No Change,923120,Administration of Public Health Programs 
1128,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",No Change,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
1129,923140,Administration of Veterans' Affairs ,No Change,923140,Administration of Veterans' Affairs 
1130,924110,Administration of Air and Water Resource and Solid Waste Management Programs ,No Change,924110,Administration of Air and Water Resource and Solid Waste Management Programs 
1131,924120,Administration of Conservation Programs ,No Change,924120,Administration of Conservation Programs 
1132,925110,Administration of Housing Programs ,No Change,925110,Administration of Housing Programs 
1133,925120,Administration of Urban Planning and Community and Rural Development ,No Change,925120,Administration of Urban Planning and Community and Rural Development 
1134,926110,Administration of General Economic Programs ,No Change,926110,Administration of General Economic Programs 
1135,926120,Regulation and Administration of Transportation Programs ,No Change,926120,Regulation and Administration of Transportation Programs 
1136,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",No Change,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities "
1137,926140,Regulation of Agricultural Marketing and Commodities ,No Change,926140,Regulation of Agricultural Marketing and Commodities 
1138,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",No Change,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
1139,927110,Space Research and Technology ,No Change,927110,Space Research and Technology 
1140,928110,National Security ,No Change,928110,National Security 
1141,928120,International Affairs ,No Change,928120,International Affairs 
1076,811210,Electronic and Precision Equipment Repair and Maintenance ,New NAICS Code,811219,Other Electronic and Precision Equipment Repair and Maintenance 
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
